Commit_SHA,Parent_SHA,File_Path,File_Name,Tool,Status,Additions,Deletions,Changes,BLOC_Before,BLOC_After,Cyclomatic_Complexity_Before,Cyclomatic_Complexity_After,Normalized_CC_Before,Normalized_CC_After,Halstead_Volume_Before,Halstead_Volume_After,Normalized_HV_Before,Normalized_HV_After,Dependency_Count_Before,Dependency_Count_After,Fixed_Dependency_Count_Before,Fixed_Dependency_Count_After,Dynamic_Dependency_Count_Before,Dynamic_Dependency_Count_After,Snapshot_Dependency_Count_Before,Snapshot_Dependency_Count_After,Unknown_Dependency_Count_Before,Unknown_Dependency_Count_After,DSS_Before,DSS_After,DSS_Delta,Non_Deterministic_Constructs_Before,Non_Deterministic_Constructs_After,Non_Deterministic_Summary_Before,Non_Deterministic_Summary_After,BDS_Before,BDS_After,BDS_Delta,Comment_Ratio_Before,Comment_Ratio_After,Comment_Readability_Before,Comment_Readability_After,Style_Conformance_Score_Before,Style_Conformance_Score_After,Clone_Density_Before,Clone_Density_After,CP_Internal_Before,CP_Internal_After,CP_External_Before,CP_External_After,CP_Total_Before,CP_Total_After,NCP_Internal_Before,NCP_Internal_After,NCP_External_Before,NCP_External_After,Coupling_Ratio_Before,Coupling_Ratio_After,External_Risk_Factors_Before,External_Risk_Factors_After,EDR_Before,EDR_After,EDR_Delta,Build_Cohesion_Before,Build_Cohesion_After,Build_Modularity_Before,Build_Modularity_After,Churn_Before,Churn_After,Change_Frequency_Before,Change_Frequency_After,Avg_Logical_LOC_Before,Avg_Logical_LOC_After,Normalized_Churn_Before,Normalized_Churn_After,Normalized_Change_Frequency_Before,Normalized_Change_Frequency_After,Observation_Window_Days,Reliability_Issues_Before,Reliability_Issues_After,RE_Before,RE_After,RE_Delta,RM_Before,RM_After,RM_Delta,Before_Smell_Count,After_Smell_Count,Before_Smell_Density,After_Smell_Density,Before_Smell_Summary,After_Smell_Summary,Smell_Count_Delta,Smell_Density_Delta,Introduced_Smells,Removed_Smells,Before_Security_Smell_Count,After_Security_Smell_Count,Before_Security_Smell_Density,After_Security_Smell_Density,Before_Security_Smell_Summary,After_Security_Smell_Summary,Security_Smell_Count_Delta,Security_Smell_Density_Delta,Introduced_Security_Smells,Removed_Security_Smells,Before_EMPTY_INCOMPLETE_TAGS,Before_INCONSISTENT_DEPENDENCY_MANAGEMENT,Before_LACK_OF_ERROR_HANDLING,Before_MISSING_DEPENDENCY_VERSION,Before_SUSPICIOUS_COMMENTS,Before_DEPRECATED_DEPENDENCIES,Before_OUTDATED_DEPENDENCIES,After_EMPTY_INCOMPLETE_TAGS,After_INCONSISTENT_DEPENDENCY_MANAGEMENT,After_LACK_OF_ERROR_HANDLING,After_MISSING_DEPENDENCY_VERSION,After_SUSPICIOUS_COMMENTS,After_DEPRECATED_DEPENDENCIES,After_OUTDATED_DEPENDENCIES,Before_HARDCODED_CREDENTIALS,Before_INSECURE_URLS,Before_WILDCARD_USAGE,Before_HARDCODED_PATHS_AND_URLS,After_HARDCODED_CREDENTIALS,After_INSECURE_URLS,After_WILDCARD_USAGE,After_HARDCODED_PATHS_AND_URLS
14c1e8d7187820d5cf4fc2aeb33b83ce71d48ba8,78945f82d2cc3531b968e2b689ebd77c79d1de57,build.gradle,build.gradle,Gradle,modified,24,21,45,374,375,10,10,0.0267,0.0267,26103.66,26181.93,69.7959,69.8185,82,82,81,81,0,0,1,1,0,0,0.9878,0.9878,0.0,0,0,,,1.0,1.0,0.0,0.0633,0.0629,29.73,43.68,0.98,0.98,0.0,0.0,0,0,201,200,201,200,0.0,0.0,0.5374,0.5333,1.0,1.0,201,200,1.0,1.0,0.0,1.0,0.0,0.0,0.0,89,138,22,25,371.5909,371.92,0.2395,0.371,5.9205,6.7219,30,16,16,0.9572,0.9573,0.0001,0.6483,0.6484,0.0001,3,3,0.008,0.008,,,0,0.0,0,0,16,16,0.0428,0.0427,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,-0.0001,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1
14c1e8d7187820d5cf4fc2aeb33b83ce71d48ba8,78945f82d2cc3531b968e2b689ebd77c79d1de57,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,24,21,45,374,375,10,10,0.0267,0.0267,26103.66,26181.93,69.7959,69.8185,82,82,81,81,0,0,1,1,0,0,0.9878,0.9878,0.0,0,0,,,1.0,1.0,0.0,0.0633,0.0629,29.73,43.68,,,,,0,0,201,200,201,200,0.0,0.0,0.5374,0.5333,1.0,1.0,201,200,1.0,1.0,0.0,,,0.0,0.0,89,138,22,25,,,,,,,30,16,16,0.9572,0.9573,0.0001,0.6483,0.6484,0.0001,3,3,0.008,0.008,,,0,0.0,0,0,16,16,0.0428,0.0427,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,-0.0001,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1
3c3cbe3527bf79593c7b67e38f718e46e3b02528,6231655f961637701adc4672be2eed08e4cacef1,android/build.gradle,build.gradle,Gradle,modified,125,32,157,36,112,4,15,0.1111,0.1339,1297.07,4776.68,36.0297,42.6489,2,2,1,1,1,1,0,0,0,0,0.5,0.5,0.0,0,0,,,1.0,1.0,0.0,0.0851,0.0143,16.06,-14.26,1.0,0.45,0.0,0.0,0,0,7,12,7,12,0.0,0.0,0.1944,0.1071,1.0,1.0,7,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,157,1,1,36.0,112.0,0.1111,1.4018,2.7778,0.8929,30,1,3,0.9722,0.9732,0.001,0.4907,0.4911,0.0004,0,1,0.0,0.0089,,,1,0.0089,1,0,1,3,0.0278,0.0268,WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,2,-0.001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
3c3cbe3527bf79593c7b67e38f718e46e3b02528,6231655f961637701adc4672be2eed08e4cacef1,example/android/app/build.gradle,build.gradle,Gradle,modified,182,15,197,136,263,2,14,0.0147,0.0532,3098.04,9192.93,22.7797,34.9541,2,2,0,1,1,1,0,0,1,0,0.0,0.5,0.5,0,0,,,1.0,1.0,0.0,0.0329,0.0846,48.38,52.7,1.0,0.97,0.0,0.0,0,1,8,14,8,15,0.0,0.0038,0.0588,0.0532,1.0,0.9333,7,13,0.875,0.8667,-0.0083,0.0,1.0,0.0,0.0,0,197,0,1,0.0,263.0,0.0,0.749,0.0,0.3802,30,6,14,0.9559,0.9468,-0.0091,0.3603,0.5267,0.1664,2,6,0.0147,0.0228,,,4,0.0081,1,0,6,14,0.0441,0.0532,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,8,0.0091,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1
3c3cbe3527bf79593c7b67e38f718e46e3b02528,6231655f961637701adc4672be2eed08e4cacef1,example/android/build.gradle,build.gradle,Gradle,modified,32,12,44,26,40,1,2,0.0385,0.05,630.34,1139.86,24.2438,28.4965,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.1212,0.1698,52.33,67.72,1.0,1.0,0.0,0.0,0,0,5,6,5,6,0.0,0.0,0.1923,0.15,1.0,1.0,5,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,44,0,1,0.0,40.0,0.0,1.1,0.0,2.5,30,0,1,1.0,0.975,-0.025,0.3333,0.325,-0.0083,0,0,0.0,0.0,,,0,0.0,0,0,0,1,0.0,0.025,,HARDCODED_PATHS_AND_URLS,1,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3c3cbe3527bf79593c7b67e38f718e46e3b02528,6231655f961637701adc4672be2eed08e4cacef1,example/android/settings.gradle,settings.gradle,Gradle,modified,8,4,12,4,8,1,3,0.25,0.375,186.56,519.57,46.64,64.9463,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.0,0.0,0,0,1,1,1,1,0.0,0.0,0.25,0.125,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,1,0.0,8.0,0.0,1.5,0.0,12.5,30,0,0,1.0,1.0,0.0,0.6667,0.6667,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c3cbe3527bf79593c7b67e38f718e46e3b02528,6231655f961637701adc4672be2eed08e4cacef1,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,347,63,410,202,423,8,34,0.0396,0.0804,5212.01,15629.04,25.802,36.9481,4,4,1,2,2,2,0,0,1,0,0.25,0.5,0.25,0,0,,,1.0,1.0,0.0,0.0549,0.0729,47.34,53.66,,,,,0,1,21,33,21,34,0.0,0.0024,0.104,0.078,1.0,0.9706,19,31,0.9048,0.9118,0.007,,,0.0,0.0,4,410,1,4,,,,,,,30,7,18,0.9653,0.9574,-0.0079,0.4368,0.5152,0.0784,2,7,0.0099,0.0165,,,5,0.0066,1,0,7,18,0.0347,0.0426,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,11,0.0079,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1
f2d9fa675e97ef4c07163448296929a9a5bae8b9,0fd9cb780e5ac06daa74383abb30f7a745fd77f3,build.xml,build.xml,Ant,modified,159,180,339,173,180,12,10,0.0694,0.0556,1947.02,2314.05,11.2545,12.8558,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.3259,0.2475,56.79,49.43,0.0,0.0,0.081,0.039,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,502,7,9,166.7143,171.5556,1.1997,2.9262,4.1988,5.2461,30,21,18,0.8786,0.9,0.0214,0.6262,0.6333,0.0071,2,1,0.0116,0.0056,,,-1,-0.006,0,1,21,18,0.1214,0.1,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,-3,-0.0214,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
f2d9fa675e97ef4c07163448296929a9a5bae8b9,0fd9cb780e5ac06daa74383abb30f7a745fd77f3,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,159,180,339,173,180,12,10,0.0694,0.0556,1947.02,2314.05,11.2545,12.8558,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.3259,0.2475,56.79,49.43,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,200,502,7,9,,,,,,,30,21,18,0.8786,0.9,0.0214,0.6262,0.6333,0.0071,2,1,0.0116,0.0056,,,-1,-0.006,0,1,21,18,0.1214,0.1,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,-3,-0.0214,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
208e81c971f0a92d9cc17ca07ef2aad926a53863,549742cab6f4be56ccadcb258c380f9363bb066e,build.xml,build.xml,Ant,modified,24,28,52,477,453,2,2,0.0042,0.0044,5304.39,4926.35,11.1203,10.8749,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0845,0.1238,25.06,25.22,0.33,0.33,0.482,0.472,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30,36,36,0.9245,0.9205,-0.004,0.6415,0.6402,-0.0013,3,3,0.0063,0.0066,,,0,0.0003,0,0,36,36,0.0755,0.0795,WILDCARD_USAGE,WILDCARD_USAGE,0,0.004,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
208e81c971f0a92d9cc17ca07ef2aad926a53863,549742cab6f4be56ccadcb258c380f9363bb066e,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,24,28,52,477,453,2,2,0.0042,0.0044,5304.39,4926.35,11.1203,10.8749,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0845,0.1238,25.06,25.22,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0,,,,,,,30,36,36,0.9245,0.9205,-0.004,0.6415,0.6402,-0.0013,3,3,0.0063,0.0066,,,0,0.0003,0,0,36,36,0.0755,0.0795,WILDCARD_USAGE,WILDCARD_USAGE,0,0.004,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ae44501eee3ace9fd670d0e0a62d2ca076920c8b,7ae55f5a9ffb3e40b3f08382fa5f74c9693e06e9,build.xml,build.xml,Ant,modified,276,193,469,140,220,2,3,0.0143,0.0136,1066.69,1949.77,7.6192,8.8626,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.3802,0.2929,11.18,45.43,0.77,0.9,0.264,0.386,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,469,0,1,0.0,220.0,0.0,2.1318,0.0,0.4545,30,4,13,0.9714,0.9409,-0.0305,0.6571,0.647,-0.0101,6,1,0.0429,0.0045,,,-5,-0.0384,0,1,4,13,0.0286,0.0591,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,9,0.0305,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1
ae44501eee3ace9fd670d0e0a62d2ca076920c8b,7ae55f5a9ffb3e40b3f08382fa5f74c9693e06e9,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,276,193,469,140,220,2,3,0.0143,0.0136,1066.69,1949.77,7.6192,8.8626,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.3802,0.2929,11.18,45.43,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0,469,0,1,,,,,,,30,4,13,0.9714,0.9409,-0.0305,0.6571,0.647,-0.0101,6,1,0.0429,0.0045,,,-5,-0.0384,0,1,4,13,0.0286,0.0591,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,9,0.0305,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1
68ce18ab2b2bec4f866dc2306a79e69b38907742,485bb8e33ede789c578512250e5932f095d3466a,build.xml,build.xml,Ant,modified,21,12,33,88,95,8,8,0.0909,0.0842,661.25,733.17,7.5142,7.7176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.04,0.0459,14.27,59.75,0.69,0.72,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,112,10,11,75.9,77.6364,1.0408,1.4426,13.1752,14.1686,30,11,11,0.875,0.8842,0.0092,0.625,0.6281,0.0031,0,0,0.0,0.0,,,0,0.0,0,0,11,11,0.125,0.1158,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,-0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
68ce18ab2b2bec4f866dc2306a79e69b38907742,485bb8e33ede789c578512250e5932f095d3466a,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,21,12,33,88,95,8,8,0.0909,0.0842,661.25,733.17,7.5142,7.7176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.04,0.0459,14.27,59.75,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,79,112,10,11,,,,,,,30,11,11,0.875,0.8842,0.0092,0.625,0.6281,0.0031,0,0,0.0,0.0,,,0,0.0,0,0,11,11,0.125,0.1158,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,-0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
3fb402dd59c6363f096717a9d2f27b5559886a97,117dc3182e481c725db167aacbe22f9f86d61a66,build.xml,build.xml,Ant,modified,9,8,17,1279,1279,99,101,0.0774,0.079,14944.74,14959.56,11.6847,11.6963,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.1061,0.1061,36.33,36.33,0.92,0.92,0.219,0.221,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,63,9,10,1270.1111,1271.0,0.0362,0.0496,0.7086,0.7868,30,50,50,0.9609,0.9609,0.0,0.6536,0.6536,0.0,3,3,0.0023,0.0023,,,0,0.0,0,0,50,50,0.0391,0.0391,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
3fb402dd59c6363f096717a9d2f27b5559886a97,117dc3182e481c725db167aacbe22f9f86d61a66,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,9,8,17,1279,1279,99,101,0.0774,0.079,14944.74,14959.56,11.6847,11.6963,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.1061,0.1061,36.33,36.33,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,46,63,9,10,,,,,,,30,50,50,0.9609,0.9609,0.0,0.6536,0.6536,0.0,3,3,0.0023,0.0023,,,0,0.0,0,0,50,50,0.0391,0.0391,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
